PID,Name,Position,Height,Weight,Age,Foot,WeakFootUsage,WeakFootAccuracy,Form,InjuryResistance,Nationality,AttStyle,DefStyle,Aptitudes,进攻意识 Off.Aware,控球 Ball Control,盘带 Dribbling,紧密控球 Tight Poss,短传 Low Pass,高传 Lofted Pass,射门 Finishing,头球 Heading,定位球 Set Piece,弧线 Curl,防守意识 Def.Aware,抢断 Tackling,侵略性 Aggression,防守参与 Def.Engage,GK 扑救意识,GK 接球,GK 反应,GK 倒地扑救,GK 控制范围,速度 Speed,加速 Acceleration,踢球力量 Kick Power,弹跳 Jumping,身体对抗 Phys.,平衡 Balance,体力 Stamina,Skills,AIStyles
60159,Wálter Kannemann,CB,183,75,35,Left,Rarely,Medium,Standard,Medium,Argentina,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=1|CMF=0,50,60,53,60,58,62,57,75,61,62,80,76,82,82,40,40,40,40,40,59,59,70,76,81,62,66,Acrobatic Clearance|Aerial Superiority|Captaincy|Fighting Spirit|Interception|Man Marking|Sliding Tackle,
60167,Matías Catalán,CB,182,79,34,Right,Rarely,Medium,Standard,Low,Chile,Build Up,Basic,RMF=2|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,60,66,64,63,68,73,57,75,59,68,68,71,66,68,40,40,40,40,40,74,72,71,77,74,60,77,Acrobatic Clearance|Aerial Superiority|Blocker|Fighting Spirit|Heading|Interception|Sliding Tackle|Sole Control|Weighted Pass,Long Ball Expert
60169,Rodrigo Contreras,CF,182,79,31,Left,Rarely,Medium,Standard,Medium,Argentina,Deep-Lying Forward,Basic,RMF=1|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=0,71,66,64,65,63,63,72,71,55,59,41,49,71,58,40,40,40,40,40,70,74,78,73,78,58,70,Acrobatic Finishing|Dipping Shot|Gamesmanship|Long Range Shooting|Outside Curler|Through Passing,Long Ranger
60171,Lucas Menossi,CMF,169,69,34,Right,Regularly,Very High,Standard,Medium,Argentina,Orchestrator,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,65,74,66,73,75,71,64,55,71,74,61,69,65,70,40,40,40,40,40,73,78,72,62,63,75,76,Cut Behind & Turn|Double Touch|Long-Range Curler|Marseille Turn|One-touch Pass|Sliding Tackle|Sole Control|Through Passing|Track Back,Long Ball Expert|Long Ranger
60186,César Rigamonti,GK,188,72,39,Right,Rarely,Medium,Standard,Medium,Argentina,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,50,46,47,51,60,43,52,50,46,51,46,50,60,74,71,75,72,73,56,61,67,68,68,52,56,Captaincy|GK Low Punt,
60198,Guido Herrera,GK,187,79,34,Left,Occasionally,High,Standard,High,Argentina,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,42,55,50,43,57,62,46,57,55,51,46,44,48,60,76,70,75,73,75,58,61,73,71,70,53,62,Captaincy|GK Low Punt|GK Penalty Saver,
60199,Federico Álvarez,LB,183,78,32,Left,Rarely,Medium,Standard,Medium,Argentina,Defensive Full-back,Basic,RMF=0|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,62,68,69,63,66,73,66,67,70,72,68,73,70,69,40,40,40,40,40,74,68,76,71,71,63,72,Aerial Superiority|Pinpoint Crossing|Sliding Tackle,Early Cross|Long Ranger
60201,Renzo Saravia,RB,176,75,33,Right,Rarely,Medium,Standard,Medium,Argentina,Defensive Full-back,Basic,RMF=1|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,61,66,70,66,62,65,57,59,61,66,64,71,76,68,40,40,40,40,40,76,79,69,76,69,71,78,Acrobatic Clearance|Fighting Spirit|Man Marking|Sliding Tackle,Speeding Bullet
60202,Lucas Zelarayán,AMF,175,73,34,Right,Occasionally,High,Unwavering,Medium,Armenia,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=1|LMF=2|LWF=1|RB=0|DMF=1|RWF=1|SS=1|LB=0|CMF=2,72,76,77,73,77,74,69,56,78,73,56,61,60,63,40,40,40,40,40,75,76,76,73,62,75,74,Captaincy|Cut Behind & Turn|Double Touch|Gamesmanship|Long Range Shooting|One-touch Pass|Pinpoint Crossing|Sole Control|Through Passing|Weighted Pass,Early Cross|Incisive Run|Long Ranger|Mazing Run
60203,Emiliano Rigoni,RWF,182,71,33,Right,Regularly,Very High,Inconsistent,Medium,Argentina,Cross Specialist,Basic,RMF=2|AMF=1|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,70,74,73,71,67,72,68,60,70,73,51,62,61,59,40,40,40,40,40,76,75,74,57,59,72,71,Cut Behind & Turn|Dipping Shot|Long-Range Curler|Pinpoint Crossing|Super-sub|Track Back,Early Cross|Long Ball Expert|Long Ranger|Mazing Run|Speeding Bullet
60220,Gonzalo Escalante,CMF,182,72,33,Right,Rarely,Medium,Standard,Medium,Argentina,Basic,The Destroyer,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,63,74,67,72,77,73,64,63,60,60,68,74,78,77,40,40,40,40,40,64,65,75,67,72,63,73,Interception|One-touch Pass|Sliding Tackle,
60223,Agustín García Basso,CB,178,78,34,Left,Rarely,Medium,Standard,Medium,Argentina,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,60,68,64,67,74,75,59,75,62,72,71,70,74,72,40,40,40,40,40,74,72,72,77,72,65,76,Acrobatic Clearance|Aerial Superiority|Blocker|Heading|Interception|Long Throw|Outside Curler|Sliding Tackle|Sole Control|Weighted Pass,Early Cross|Long Ball Expert|Long Ranger
60224,Manuel Vicentini,GK,187,86,36,Right,Rarely,Medium,Standard,High,Argentina,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,42,52,48,45,60,62,44,52,50,45,54,51,48,60,73,70,72,70,72,58,61,74,71,73,54,55,Captaincy|GK Low Punt,
60232,Bruno Zuculini,DMF,182,77,33,Right,Rarely,Medium,Standard,Medium,Argentina,Box-to-Box,Box-to-Box,RMF=1|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,65,68,66,70,74,70,63,71,55,64,68,73,75,71,40,40,40,40,40,72,67,72,75,74,65,77,Acrobatic Finishing|Aerial Superiority|Captaincy|Fighting Spirit|Interception|Long Range Shooting|One-touch Pass|Sliding Tackle,Long Ranger
60234,Claudio Corvalán,CB,180,80,37,Left,Rarely,High,Standard,Medium,Argentina,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,59,64,63,63,68,67,57,71,58,66,71,73,76,72,40,40,40,40,40,73,70,71,71,73,60,78,Acrobatic Clearance|Aerial Superiority|Blocker|Captaincy|Fighting Spirit|Interception|Long Throw|Outside Curler|Sliding Tackle|Weighted Pass,Long Ball Expert
60235,Luciano Vietto,SS,173,68,33,Right,Rarely,High,Standard,Low,Argentina,Hole Player,Basic,RMF=1|AMF=2|CB=0|CF=2|LMF=0|LWF=1|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,72,76,72,75,72,69,67,64,72,74,50,58,57,60,40,40,40,40,40,74,75,73,64,62,74,70,Acrobatic Finishing|Double Touch|First-time Shot|Gamesmanship|One-touch Pass|Penalty Specialist|Rising Shot|Scotch Move|Sole Control|Through Passing,Incisive Run|Long Ball Expert|Long Ranger|Speeding Bullet|Trickster
60238,Juan Musso,GK,191,93,32,Right,Rarely,Medium,Inconsistent,Medium,Argentina,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,55,45,47,56,55,40,48,55,45,47,46,50,60,74,76,74,72,77,54,53,73,68,75,52,56,GK High Punt,
60241,Rodrigo De Paul,CMF,180,70,32,Right,Occasionally,High,Unwavering,High,Argentina,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=1|RWF=2|SS=2|LB=0|CMF=2,72,79,74,80,78,81,69,50,73,80,60,67,79,74,40,40,40,40,40,75,76,78,60,67,75,80,Double Touch|Fighting Spirit|Gamesmanship|Long-Range Curler|Low Lofted Pass|Pinpoint Crossing|Sole Control|Through Passing|Weighted Pass,Early Cross|Incisive Run|Long Ball Expert|Long Ranger|Mazing Run
60250,Nicolás Avellaneda,GK,191,77,33,Right,Rarely,Medium,Standard,Medium,Argentina,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,50,44,46,54,60,40,47,50,46,49,44,49,60,69,67,73,69,72,52,51,74,69,73,52,55,GK Low Punt,
60254,Nicolás Pasquini,LB,176,76,35,Left,Rarely,Medium,Unwavering,Medium,Argentina,Defensive Full-back,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=2|LWF=1|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=1,59,67,64,63,69,75,59,59,70,75,66,68,68,71,40,40,40,40,40,73,72,75,70,71,67,76,Outside Curler|Pinpoint Crossing|Weighted Pass,Early Cross
60265,Augusto Solari,RMF,176,70,34,Right,Rarely,High,Standard,Medium,Argentina,Roaming Flank,Basic,RMF=2|AMF=1|CB=0|CF=0|LMF=1|LWF=0|RB=2|DMF=0|RWF=1|SS=0|LB=0|CMF=1,65,68,73,69,70,69,64,62,68,73,55,59,64,68,40,40,40,40,40,78,76,68,73,65,72,69,Cut Behind & Turn|Pinpoint Crossing,Early Cross|Speeding Bullet
60293,Dardo Miloc,DMF,177,70,36,Right,Rarely,Medium,Standard,Medium,Argentina,Basic,The Destroyer,RMF=1|AMF=1|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,55,69,60,66,72,65,54,71,55,63,70,72,74,73,40,40,40,40,40,72,70,69,73,70,69,77,Interception|One-touch Pass|Sliding Tackle,
60299,Ignacio Fernández,AMF,182,78,36,Left,Rarely,High,Standard,Medium,Argentina,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,70,80,73,77,75,72,68,61,69,78,60,71,68,75,40,40,40,40,40,67,66,72,60,64,71,72,Captaincy|Double Touch|Gamesmanship|Heel Trick|One-touch Pass|Outside Curler|Sole Control|Through Passing|Track Back|Weighted Pass,Incisive Run|Long Ranger
60305,Roberto Bochi,DMF,175,68,39,Right,Rarely,High,Standard,Medium,Argentina,Box-to-Box,Box-to-Box,RMF=1|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,63,71,62,70,74,76,63,58,66,70,71,69,78,75,40,40,40,40,40,68,65,74,59,67,68,73,Fighting Spirit|Sliding Tackle|Weighted Pass,
60308,Maximiliano Meza,RMF,180,69,34,Right,Occasionally,Medium,Unwavering,Low,Argentina,Roaming Flank,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=1,69,75,78,74,72,73,70,64,72,78,59,56,66,64,40,40,40,40,40,71,72,76,68,66,69,73,Double Touch|Gamesmanship|Heel Trick|Long Range Shooting|Marseille Turn|One-touch Pass|Outside Curler|Scissors Feint|Sole Control,Incisive Run|Mazing Run|Trickster
60337,Leonardo Gil,CMF,171,69,35,Left,Rarely,Medium,Unwavering,Medium,Chile,Orchestrator,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=1|LWF=0|RB=0|DMF=1|RWF=1|SS=1|LB=1|CMF=2,69,72,67,73,76,79,70,62,75,78,65,71,78,70,40,40,40,40,40,66,69,79,63,72,75,73,Fighting Spirit|Gamesmanship|Long Range Shooting|Low Lofted Pass|One-touch Pass|Pinpoint Crossing|Through Passing|Weighted Pass,Long Ball Expert|Long Ranger
60345,Christian Mafla,LB,175,70,33,Left,Occasionally,High,Standard,Medium,Colombia,Attacking Full-back,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=2|LWF=1|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,63,67,70,66,62,71,53,58,51,69,62,67,66,63,40,40,40,40,40,77,78,66,69,70,72,75,,Speeding Bullet
60347,Ezequiel Cerutti,RWF,169,69,34,Right,Occasionally,High,Standard,Medium,Argentina,Prolific Winger,Basic,RMF=1|AMF=1|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,71,73,74,73,69,76,68,61,69,72,55,52,68,55,40,40,40,40,40,74,77,73,64,62,73,68,Cut Behind & Turn|Double Touch|Gamesmanship|Long-Range Curler|Pinpoint Crossing|Scissors Feint|Through Passing,Early Cross|Long Ball Expert|Mazing Run|Speeding Bullet
60351,Jorge Broun,GK,190,90,40,Right,Occasionally,Medium,Unwavering,Medium,Argentina,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,44,52,43,46,58,62,47,50,56,45,52,44,49,60,75,72,75,68,69,50,53,75,66,78,52,54,Captaincy|GK Long Throw|GK Penalty Saver,
60360,Jeremías Ledesma,GK,185,83,33,Right,Rarely,Medium,Unwavering,High,Argentina,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,56,46,46,58,59,41,45,55,48,54,49,52,60,76,71,79,70,74,55,62,70,71,72,56,59,Captaincy|GK Long Throw|GK Low Punt|GK Penalty Saver,
60365,Rafael Delgado,CB,175,78,36,Left,Rarely,Medium,Standard,Medium,Argentina,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=1|DMF=1|RWF=0|SS=0|LB=2|CMF=0,59,68,65,63,70,73,54,71,65,70,73,71,76,70,40,40,40,40,40,74,69,76,73,72,62,74,Acrobatic Clearance|Aerial Superiority|Captaincy|Gamesmanship|Interception|Marseille Turn|Outside Curler|Pinpoint Crossing|Sliding Tackle,Early Cross|Long Ball Expert|Long Ranger
60380,Leon Goretzka,CMF,189,82,31,Right,Rarely,Medium,Standard,Low,Germany,Box-to-Box,Box-to-Box,RMF=0|AMF=2|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,71,77,70,73,81,78,72,80,69,66,68,70,73,76,40,40,40,40,40,70,62,80,70,79,60,75,Acrobatic Finishing|Cut Behind & Turn|Fighting Spirit|Heading|Heel Trick|Interception|Long Range Shooting|One-touch Pass|Outside Curler|Rising Shot,Long Ball Expert|Long Ranger|Trickster
60381,Jindřich Staněk,GK,192,84,30,Right,Rarely,Medium,Unwavering,High,Czechia,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,50,45,44,50,53,40,47,50,42,45,44,47,61,75,72,72,71,75,52,48,73,62,72,52,50,GK High Punt|GK Penalty Saver,
60387,Lucas Pérez,CF,180,73,38,Left,Occasionally,Medium,Standard,Medium,Spain,Goal Poacher,Basic,RMF=2|AMF=2|CB=0|CF=2|LMF=2|LWF=1|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=1,73,72,72,70,68,68,72,63,75,77,48,52,63,55,40,40,40,40,40,73,68,75,61,63,68,66,Dipping Shot|Gamesmanship|Heel Trick|Long Range Shooting|Outside Curler|Penalty Specialist|Pinpoint Crossing|Sombrero,Long Ranger|Mazing Run
60390,Luís Silva,CMF,185,82,34,Left,Occasionally,Medium,Standard,High,Portugal,Box-to-Box,Box-to-Box,RMF=1|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,67,72,67,64,73,70,62,59,65,62,67,65,63,64,40,40,40,40,40,68,66,69,66,68,59,72,Captaincy|Fighting Spirit,
60391,Rafa Silva,SS,172,70,33,Right,Almost Never,Low,Unwavering,High,Portugal,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,76,80,82,80,72,65,71,48,57,73,48,45,48,50,40,40,40,40,40,83,86,70,55,54,80,72,Cut Behind & Turn|Dipping Shot|Double Touch|Gamesmanship|Knuckle Shot|Marseille Turn|Outside Curler|Sole Control|Through Passing,Incisive Run|Mazing Run|Speeding Bullet|Trickster
60424,Johan Mojica,LB,182,66,34,Left,Rarely,Medium,Standard,High,Colombia,Attacking Full-back,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=2|LWF=2|RB=1|DMF=1|RWF=0|SS=0|LB=2|CMF=1,66,73,75,63,70,77,60,50,63,75,62,67,60,60,40,40,40,40,40,84,78,75,72,60,63,70,Interception|One-touch Pass|Pinpoint Crossing|Rising Shot,Early Cross|Speeding Bullet
60425,Álvaro García,LWF,168,58,34,Left,Almost Never,Low,Standard,High,Spain,Roaming Flank,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=0|SS=1|LB=1|CMF=1,73,75,77,80,62,63,72,48,55,63,50,53,60,60,40,40,40,40,40,83,86,66,52,50,84,71,Chip Shot Control|Gamesmanship|Heel Trick|One-touch Pass|Scissors Feint|Track Back,Early Cross|Incisive Run|Long Ranger|Speeding Bullet
60447,Mike Maignan,GK,191,89,31,Right,Occasionally,High,Unwavering,High,France,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,60,53,50,62,65,40,60,60,54,48,51,49,60,77,75,81,74,76,60,57,75,74,77,55,63,Captaincy|GK Long Throw|GK Low Punt|GK Penalty Saver,
60451,Arthur Masuaku,LB,179,70,33,Left,Almost Never,Medium,Standard,Medium,Congo DR,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,62,72,76,73,69,73,55,60,70,74,63,70,68,66,40,40,40,40,40,78,74,73,70,72,74,76,Acrobatic Clearance|Outside Curler|Pinpoint Crossing|Sliding Tackle|Sole Control,Early Cross|Speeding Bullet|Trickster
60461,Wesley Saïd,CF,173,71,31,Right,Occasionally,Medium,Standard,Medium,France,Goal Poacher,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,75,74,76,77,69,64,74,66,60,63,49,47,55,56,40,40,40,40,40,73,74,76,70,61,79,68,Acrobatic Finishing|Chop Turn|Double Touch|Long-Range Curler|Scissors Feint|Sole Control|Super-sub,Incisive Run|Long Ranger|Mazing Run|Speeding Bullet
60463,Steven Moreira,RB,179,75,32,Right,Rarely,High,Standard,Medium,Cabo Verde,Attacking Full-back,Basic,RMF=2|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=0|CMF=0,65,70,70,67,70,72,54,65,56,65,68,69,69,70,40,40,40,40,40,75,76,63,64,68,71,81,Acrobatic Clearance|Pinpoint Crossing,Early Cross|Speeding Bullet
60466,Marco Sportiello,GK,192,87,34,Right,Rarely,Medium,Standard,Medium,Italy,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,50,45,42,54,56,40,40,50,46,46,44,41,62,72,70,72,69,73,52,55,67,67,75,54,55,GK High Punt,
60468,Alex Ferrari,CB,191,80,32,Right,Occasionally,Medium,Standard,Low,Italy,Extra Frontman,Basic,RMF=1|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,54,62,56,58,60,62,52,68,50,52,71,70,70,72,40,40,40,40,40,67,64,61,68,73,57,68,Aerial Superiority|Interception|Sliding Tackle,
60473,Gervane Kastaneer,CF,189,85,30,Right,Rarely,Medium,Standard,High,Curaçao,Goal Poacher,Basic,RMF=2|AMF=0|CB=0|CF=2|LMF=1|LWF=1|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,70,66,68,63,62,60,68,67,53,52,50,50,61,61,40,40,40,40,40,75,72,68,65,75,65,69,Dipping Shot|Fighting Spirit|Heading,Long Ranger
60494,Andrea Petagna,CF,190,88,31,Left,Occasionally,High,Standard,Medium,Italy,Target Man,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,75,74,72,70,71,68,71,75,60,59,46,50,62,64,40,40,40,40,40,65,60,75,72,82,61,70,Acrobatic Finishing|Fighting Spirit|Heading|One-touch Pass|Penalty Specialist,Mazing Run
60495,Gennaro Tutino,CF,177,69,30,Right,Rarely,Medium,Standard,High,Italy,Goal Poacher,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,71,71,72,70,65,63,73,64,70,68,45,47,57,53,40,40,40,40,40,75,77,75,58,64,74,71,Acrobatic Finishing|Chop Turn|Double Touch|Gamesmanship|Penalty Specialist|Rising Shot|Through Passing,Long Ranger|Mazing Run|Speeding Bullet
60501,Alberto Cerri,CF,194,91,30,Right,Rarely,High,Inconsistent,Medium,Italy,Target Man,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,74,70,65,67,62,57,72,76,59,61,46,52,66,63,40,40,40,40,40,63,60,71,68,79,60,68,Aerial Superiority|Heading|Penalty Specialist|Super-sub,
60502,Łukasz Skorupski,GK,188,90,35,Right,Rarely,Medium,Standard,Medium,Poland,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,41,55,49,47,58,62,45,48,55,56,47,45,46,60,76,74,77,75,75,57,58,72,68,78,51,63,GK Penalty Saver,
60505,Paweł Wszołek,RMF,186,77,34,Right,Rarely,Medium,Standard,High,Poland,Roaming Flank,Basic,RMF=2|AMF=1|CB=0|CF=0|LMF=2|LWF=1|RB=2|DMF=0|RWF=2|SS=0|LB=0|CMF=1,69,74,73,69,70,72,65,64,62,66,59,55,71,54,40,40,40,40,40,76,75,68,63,71,63,75,Penalty Specialist|Pinpoint Crossing|Track Back,Early Cross|Incisive Run
60510,Silvan Widmer,RB,183,77,33,Right,Rarely,High,Standard,Low,Switzerland,Attacking Full-back,Basic,RMF=2|AMF=0|CB=1|CF=0|LMF=1|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=1|CMF=0,63,72,69,70,68,71,58,69,56,67,69,70,66,71,40,40,40,40,40,75,71,69,79,72,68,76,Acrobatic Clearance|Blocker|Captaincy|Fighting Spirit|Heading|Interception|Long Throw|Weighted Pass,Early Cross|Incisive Run
60512,Bruno Fernandes,AMF,181,69,32,Right,Occasionally,High,Unwavering,High,Portugal,Creative Playmaker,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=1|LWF=1|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=2,78,81,76,79,83,85,75,62,77,82,52,56,73,60,40,40,40,40,40,67,72,82,57,61,74,86,Captaincy|Heel Trick|Long Range Shooting|Low Lofted Pass|One-touch Pass|Outside Curler|Penalty Specialist|Pinpoint Crossing|Rabona|Through Passing,Incisive Run|Long Ball Expert|Long Ranger|Mazing Run
60519,John Lundstram,CMF,181,74,32,Right,Occasionally,High,Standard,High,England,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=1|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,65,71,68,71,74,73,64,62,54,61,62,67,69,72,40,40,40,40,40,68,68,70,60,72,68,84,Captaincy|Fighting Spirit|First-time Shot|Interception|One-touch Pass,Long Ball Expert|Long Ranger
60522,Ange-Freddy Plumain,LWF,184,82,31,Right,Rarely,Medium,Standard,Medium,France,Prolific Winger,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=1|LWF=2|RB=0|DMF=0|RWF=1|SS=0|LB=0|CMF=0,66,69,70,63,66,64,65,58,59,61,50,47,61,48,40,40,40,40,40,72,73,67,58,66,63,67,,
60525,Lloyd Jones,CB,191,78,31,Right,Occasionally,High,Standard,High,England,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=0|CMF=0,45,55,46,50,54,59,49,72,46,53,73,69,78,74,40,40,40,40,40,62,54,68,66,82,52,73,Fighting Spirit|Heading|Man Marking,Long Ball Expert
60527,Simon Moore,GK,191,83,36,Right,Rarely,Medium,Standard,Medium,England,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,47,41,42,48,52,40,40,47,45,43,42,45,60,72,68,71,67,70,51,47,67,64,72,50,51,GK High Punt,
60529,Sergi Darder,CMF,180,71,33,Right,Rarely,High,Unwavering,High,Spain,Orchestrator,Basic,RMF=1|AMF=1|CB=0|CF=0|LMF=2|LWF=1|RB=0|DMF=2|RWF=1|SS=1|LB=0|CMF=2,66,77,80,76,78,80,65,60,73,80,62,65,62,64,40,40,40,40,40,68,73,76,62,63,72,77,Captaincy|Cut Behind & Turn|Low Lofted Pass|One-touch Pass|Outside Curler|Pinpoint Crossing|Sole Control|Sombrero|Through Passing|Weighted Pass,Long Ball Expert|Long Ranger|Mazing Run
60534,Adnan Januzaj,RWF,186,76,31,Left,Almost Never,Low,Standard,Medium,Belgium,Creative Playmaker,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=1,68,76,80,80,70,72,65,48,70,77,47,45,44,52,40,40,40,40,40,72,79,73,60,58,70,65,Chop Turn|Double Touch|First-time Shot|Gamesmanship|Heel Trick|Outside Curler|Penalty Specialist|Rising Shot|Scissors Feint|Through Passing,Incisive Run|Long Ranger|Mazing Run|Trickster
60536,Mikael Mandron,CF,191,82,32,Left,Occasionally,High,Standard,Medium,France,Target Man,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=2|LB=0|CMF=0,69,68,64,68,63,56,70,72,60,59,52,54,71,54,40,40,40,40,40,67,64,68,74,80,54,75,Aerial Superiority|Heading|One-touch Pass|Penalty Specialist|Track Back,
